depth,model_age,co2
2634.2508361204013,360515.48829431436,193.0
2636.8564437194127,362026.5986949429,186.1
2639.7449139280125,363606.05946791865,185.8
2643.466448445172,365595.94599018,201.2
2647.7055555555557,367890.7055555555,206.3
2652.8835125448027,370682.3584229391,201.9
2655.7896613190733,372095.7754010695,199.9
2658.528880866426,373399.9205776173,214.7
2661.7073170731705,375100.1707317073,224.6
2664.950431034483,376874.5797413793,229.6
2672.149819494585,380523.2653429603,227.0
2674.9,381765.6,240.0
2678.022633744856,383242.15843621397,239.1
2681.0487238979117,384696.7053364269,246.8
2684.3273092369477,386179.3795180723,245.8
2688.07867494824,388032.7432712215,258.1
2689.8895966029722,389036.94692144374,264.6
2691.5717539863326,389925.16856492026,259.2
2695.2122241086586,391735.95755517826,255.2
2698.489090909091,393207.88545454544,250.1
2702.2179226069247,394706.5152749491,266.3
2703.5593220338983,395231.77966101695,259.5
2705.88785046729,396096.84112149535,273.6
2708.292565947242,396987.4676258993,260.7
2717.3723958333335,400265.1041666667,276.3
2721.8292011019284,401771.80716253445,277.1
2724.0547550432275,402503.34293948126,283.2
2728.460843373494,403965.5391566265,283.1
2730.619469026549,404662.99115044245,275.7
2734.934131736527,406065.92215568863,276.5
2737.241791044776,406809.8567164179,280.5
2741.6543209876545,408263.5432098765,279.6
2743.904615384615,409023.56923076924,285.6
2748.467261904762,410630.95238095237,284.5
2750.777777777778,411487.3333333333,275.2
2750.777777777778,411487.3333333333,274.2
2753.1304347826085,412370.82608695654,282.6
2755.4666666666667,413263.73333333334,283.5
2760.4566929133857,415214.48031496065,274.9
2763.0,416223.0,264.9
2765.5822454308095,417281.6318537859,271.6
2767.5089514066494,418093.3043478261,276.4
2768.715365239295,418619.6221662469,271.7
2771.177615571776,419761.3673965937,273.4
2772.4052757793766,420346.5323741007,271.8
2773.684210526316,420949.4736842105,274.6
2775.8702127659576,421893.7489361702,273.7
2777.0435684647305,422407.8257261411,271.2
2778.1716101694915,422951.66313559323,273.8
2780.8056265984656,424385.1253196931,268.6
2782.285035629454,425320.26365795726,266.4
2783.612975391499,426239.40715883666,270.6
2785.9273084479373,428145.5952848723,267.7
2786.925087108014,429055.52961672476,268.3
2787.7660626029656,429805.0296540362,270.8
2788.406885758998,430370.6525821596,270.0
2788.9186228482004,430820.4694835681,265.4
2789.497191011236,431326.047752809,255.3
2790.330836454432,432059.11360799003,252.1
2791.1664829106944,432806.49834619625,248.2
2791.476295479603,433090.28665931645,242.5
2793.0223463687153,434494.9776536313,219.7
2793.9944134078214,435364.0055865922,227.2
2795.3159065628474,436504.6751946607,211.5
2795.7408231368186,436853.95661846496,207.6
2796.985026737968,437827.44064171123,209.8
2798.1203904555314,438690.62689804775,207.5
2799.3415417558886,439661.039614561,200.3
2800.622270742358,440683.1266375546,201.7
2802.0264200792603,441762.4002642008,201.3
2803.6002570694086,443042.0102827764,202.0
2805.093137254902,444238.76470588235,199.1
2807.1766917293235,445852.86842105264,201.1
2808.644927536232,446950.0797101449,203.5
2810.063275434243,448110.2394540943,208.1
2811.4215189873416,449294.3,201.7
2812.979647218453,450637.53731343284,201.2
2814.4844333748442,451840.46699875465,204.9
2815.810344827586,452884.8448275862,201.9
2817.089502762431,453958.8983425414,198.4
2818.455294117647,455109.8047058823,193.3
2819.84375,456241.375,192.5
2820.700123915737,456888.5923172243,199.1
2821.305775764439,457318.3986409966,204.3
2822.116740088106,457860.1960352423,203.3
2822.6773127753304,458211.67511013214,208.3
2824.1167452830186,459154.80778301886,202.4
2825.708176100629,460333.0075471698,195.5
2827.8212025316457,461734.86075949366,190.7
2829.847184986595,463065.48793565686,194.4
2831.6589928057556,464333.1151079137,199.9
2833.0690737833593,465263.0,205.2
2833.769230769231,465709.0,210.0
2835.6102150537636,466867.9946236559,208.1
2837.635542168675,468132.578313253,204.4
2839.7822706065317,469440.79782270605,203.4
2841.868338557994,470657.2946708464,205.5
2842.9922118380064,471297.5685358255,206.5
2843.772435897436,471739.9711538461,215.5
2844.8519736842104,472352.06907894736,218.7
2845.646859083192,472809.2376910017,229.2
2846.7804878048782,473476.60975609755,232.7
2847.571681415929,473954.01061946905,243.7
2848.8421985815603,474730.2677304965,243.9
2849.430088495575,475091.50442477874,245.6
2851.181666666667,476175.45,241.2
2852.92071197411,477268.286407767,233.1
2854.6365105008076,478352.09369951533,232.8
2856.266875981162,479400.1350078493,236.6
2857.7291666666665,480344.7708333333,239.1
2858.616852146264,480930.82352941175,236.5
2859.254658385093,481358.4037267081,231.3
2860.1822429906542,481987.47196261684,220.8
2860.841121495327,482437.4859813084,218.8
2862.3353658536585,483471.06097560975,223.8
2863.726331360947,484419.4526627219,223.4
2865.043352601156,485309.6965317919,227.3
2866.2985714285714,486177.58285714284,231.4
2867.5174927113703,487045.4548104956,231.4
2868.712187958884,487883.9706314244,231.2
2869.920658682635,488724.7784431138,233.0
2871.030598052851,489536.59109874826,232.9
2872.1079545454545,490368.63636363635,231.3
2873.1418128654973,491177.7631578947,237.1
2874.1997146932954,491994.9814550642,242.0
2874.8002853067046,492455.0185449358,240.9
2875.2203166226914,492775.6609498681,252.8
2875.8522427440635,493256.5567282322,249.3
2876.1713197969543,493499.7170050761,242.6
2877.0882723833543,494200.4110970996,243.3
2878.0291139240508,494929.15569620254,246.7
2879.0012987012988,495668.96883116884,243.7
2880.012919896641,496423.59948320413,239.7
2881.006345177665,497161.5875634518,239.1
2882.026582278481,497899.2721518987,238.3
2883.0064766839378,498609.66968911915,238.5
2884.001303780965,499326.91655801825,237.6
2884.9856584093873,500018.91786179924,236.4
2886.004081632653,500731.8367346939,236.5
2887.008097165992,501429.6113360324,232.8
2888.036211699164,502141.9498607242,230.6
2889.0750708215296,502857.7988668555,230.8
2890.1410437235545,503594.3074753173,228.2
2891.225071225071,504347.849002849,230.8
2892.2766570605186,505070.5100864553,231.2
2893.3790560471975,505839.2994100295,232.0
2894.468660968661,506634.74643874646,232.2
2895.485507246377,507387.78985507245,234.1
2896.506726457399,508153.6188340807,233.9
2897.5834522111268,508977.09129814553,235.5
2898.6481732070365,509792.85250338295,236.0
2899.629579375848,510544.25780189957,238.2
2900.568031704095,511260.8401585205,237.0
2901.5541401273886,512007.26751592354,240.3
2902.547464239272,512750.31339401816,233.4
2903.5405759162304,513504.32460732985,236.4
2904.542056074766,514312.1588785047,235.2
2905.5426666666667,515173.08933333337,242.0
2906.570833333333,516094.3166666667,238.2
2907.5771349862257,517028.238292011,239.2
2908.530303030303,517931.8484848485,241.5
2909.3863109048725,518742.13225058006,243.0
2910.173378076063,519479.8948545861,247.2
2910.9093959731545,520162.9194630872,246.2
2911.6036324786323,520808.9818376068,245.5
2912.2899896800827,521446.2404540764,245.3
2912.9473684210525,522054.3157894737,247.7
2913.611228813559,522686.72351694916,245.5
2914.279069767442,523332.6046511628,243.5
2916.343347639485,525346.017167382,241.9
2917.0511727078892,526030.2793176973,236.8
2917.7590618336885,526711.9765458422,235.8
2918.483417085427,527420.1658291457,233.7
2919.2339121552604,528168.2921348314,230.3
2919.9928498467825,528944.6853932585,227.8
2920.7671794871794,529744.4964102564,224.7
2921.534090909091,530522.2954545454,222.7
2922.3100616016427,531298.8911704312,221.2
2923.114691943128,532094.2189573459,220.3
2923.880568720379,532830.2265402843,220.7
2924.3290559120073,533233.5820348305,214.5
2924.653528872594,533518.1448212649,211.4
2925.1536259541986,533951.3530534351,204.4
2925.5124045801526,534253.4446564886,200.0
2926.154296875,534799.935546875,195.1
2926.49609375,535101.05859375,193.8
2927.109251968504,535644.2007874015,190.5
2927.5590551181103,536052.6220472441,199.8
2928.741266375546,537099.384279476,199.4
2930.0321151716503,538169.9534883721,205.0
2931.25494276795,539108.3631633715,206.4
2932.468957871397,539996.7461197339,212.9
2933.797377830751,541004.7651966627,211.2
2935.336605890603,542261.461430575,205.0
2937.013422818792,543726.4429530201,203.6
2938.5735849056605,545193.362264151,208.1
2939.9578454332554,546495.7540983607,210.3
2941.267515923567,547665.2165605095,209.6
2942.434093161546,548685.7542120912,209.7
2943.604578563996,549679.6368366285,204.6
2944.7366702937975,550620.9630032644,202.5
2945.3486842105262,551124.572368421,208.8
2945.7861842105262,551482.884868421,213.6
