depth,d18O,age
514.25,-56.63,21.823249999999998
514.8,-55.86,21.872199999999996
515.35,-56.02,21.920450000000002
515.9,-55.48,21.9683
516.45,-55.71,22.014800000000005
517.0,-56.58,22.061
517.55,-56.51,22.108849999999997
518.1,-55.9,22.1568
518.65,-55.33,22.205199999999998
519.2,-54.77,22.252400000000005
519.75,-56.47,22.2975
520.3,-56.17,22.343199999999996
520.85,-55.58,22.389400000000002
521.4,-55.96,22.437199999999997
521.95,-56.57,22.4856
522.5,-56.09,22.534
523.05,-55.55,22.582299999999996
523.6,-55.59,22.629600000000003
524.15,-55.19,22.676
524.7,-56.05,22.720000000000002
525.25,-55.87,22.76375
525.8,-56.08,22.807199999999998
526.35,-56.18,22.852050000000002
526.9,-56.43,22.897699999999997
527.45,-56.66,22.946500000000004
528.0,-56.3,22.996
528.55,-55.43,23.044399999999996
529.1,-56.43,23.093
529.65,-56.37,23.1425
530.2,-55.24,23.191200000000006
530.75,-55.8,23.238500000000002
531.3,-55.91,23.284899999999997
531.85,-55.43,23.330550000000002
532.4,-55.88,23.376599999999996
532.95,-56.4,23.422800000000002
533.5,-55.76,23.47
534.05,-56.48,23.517449999999997
534.6,-55.97,23.5664
535.15,-56.18,23.615499999999997
535.7,-55.97,23.665000000000003
536.25,-56.34,23.71425
536.8,-56.05,23.763199999999994
537.35,-55.77,23.8118
537.9,-55.36,23.8602
538.45,-55.51,23.907250000000005
539.0,-55.08,23.954
539.55,-55.6,23.997999999999998
540.1,-55.85,24.0422
540.65,-55.55,24.0873
541.2,-56.71,24.133600000000005
541.75,-56.07,24.182000000000002
542.3,-55.69,24.230699999999995
542.85,-55.99,24.27965
543.4,-55.41,24.326599999999996
543.95,-55.64,24.3728
544.5,-55.8,24.418
545.05,-55.43,24.462999999999997
545.6,-55.75,24.507
546.15,-55.99,24.55115
546.7,-56.1,24.595700000000004
547.25,-56.94,24.642
547.8,-56.56,24.690399999999993
548.35,-56.22,24.7395
548.9,-56.24,24.788999999999998
549.45,-57.05,24.838950000000004
550.0,-56.28,24.889
550.55,-55.99,24.938499999999994
551.1,-55.8,24.9876
551.65,-55.7,25.0349
552.2,-56.42,25.082000000000004
552.75,-55.96,25.12875
553.3,-56.59,25.177299999999995
553.85,-56.69,25.22735
554.4,-54.95,25.275799999999997
554.95,-55.77,25.323650000000004
555.5,-56.29,25.369999999999997
556.05,-56.75,25.416449999999994
556.6,-56.54,25.465400000000002
557.15,-56.48,25.51465
557.7,-56.46,25.564700000000002
558.25,-56.23,25.61475
558.8,-56.58,25.664799999999996
559.35,-56.01,25.713800000000003
559.9,-56.35,25.7622
560.45,-56.48,25.810600000000004
561.0,-56.38,25.859
561.55,-56.16,25.90685
562.1,-56.09,25.954700000000003
562.65,-56.82,26.00255
563.2,-57.05,26.051600000000004
563.75,-56.82,26.10275
564.3,-56.18,26.154499999999995
564.85,-56.5,26.206750000000003
565.4,-56.32,26.256999999999998
565.95,-56.16,26.306500000000003
566.5,-56.26,26.355
567.05,-56.03,26.403349999999996
567.6,-56.79,26.451200000000004
568.15,-56.75,26.4989
568.7,-56.19,26.546200000000002
569.25,-56.98,26.594749999999998
569.8,-55.88,26.644799999999996
570.35,-56.46,26.6945
570.9,-56.76,26.744
571.45,-55.78,26.791700000000002
572.0,-56.51,26.839
572.55,-56.71,26.887949999999996
573.1,-55.93,26.9368
573.65,-56.99,26.985199999999995
574.2,-56.64,27.033600000000003
574.75,-55.73,27.082
575.3,-56.64,27.130399999999995
575.85,-56.21,27.178800000000003
576.4,-56.34,27.226799999999997
576.95,-56.7,27.274650000000005
577.5,-56.82,27.3235
578.05,-56.79,27.372599999999995
578.6,-55.9,27.4232
579.15,-56.29,27.4732
579.7,-56.39,27.521600000000003
580.25,-56.8,27.570249999999998
580.8,-56.32,27.619199999999996
581.35,-56.53,27.6685
581.9,-56.46,27.718
582.45,-56.6,27.765700000000002
583.0,-56.13,27.813
583.55,-55.81,27.859749999999995
584.1,-55.52,27.9064
584.65,-55.99,27.952599999999997
585.2,-54.18,27.997400000000003
585.75,-56.01,28.03975
586.3,-55.74,28.083
586.85,-55.6,28.127000000000002
587.4,-56.98,28.1758
587.95,-55.86,28.226400000000005
588.5,-54.92,28.2755
589.05,-54.72,28.323999999999998
589.6,-55.36,28.368000000000002
590.15,-55.93,28.412149999999997
590.7,-56.13,28.456700000000005
591.25,-55.37,28.5015
591.8,-55.72,28.546599999999994
592.35,-56.59,28.59345
592.9,-56.92,28.641299999999998
593.45,-55.88,28.690500000000004
594.0,-56.06,28.74
594.55,-56.67,28.789499999999993
595.1,-56.3,28.8389
595.65,-55.61,28.887849999999997
596.2,-55.84,28.936400000000006
596.75,-55.32,28.98425
597.3,-54.97,29.030899999999995
597.85,-55.64,29.07655
598.4,-55.43,29.120599999999996
598.95,-55.5,29.164050000000003
599.5,-55.88,29.209
600.05,-56.28,29.254249999999995
600.6,-56.13,29.301000000000002
601.15,-55.86,29.348049999999997
601.7,-56.05,29.395900000000005
602.25,-55.42,29.44275
602.8,-55.81,29.488399999999995
603.35,-55.25,29.53265
603.9,-55.68,29.576099999999997
604.45,-55.48,29.618650000000002
605.0,-55.46,29.661
605.55,-55.48,29.704449999999998
606.1,-54.82,29.7474
606.65,-55.7,29.788099999999996
607.2,-54.85,29.828400000000002
607.75,-55.21,29.868
608.3,-56.47,29.908799999999996
608.85,-56.04,29.9506
609.4,-55.64,29.9944
609.95,-55.52,30.038950000000003
610.5,-55.62,30.083
611.05,-55.53,30.127049999999997
611.6,-55.19,30.1716
612.15,-55.35,30.21585
612.7,-55.86,30.259300000000003
613.25,-56.6,30.3045
613.8,-56.36,30.351799999999997
614.35,-56.28,30.399800000000003
614.9,-56.6,30.4482
615.45,-55.48,30.494800000000005
616.0,-56.93,30.541
616.55,-56.15,30.588849999999997
617.1,-56.28,30.6368
617.65,-55.59,30.6852
618.2,-56.67,30.733600000000006
618.75,-55.82,30.782
619.3,-56.01,30.830999999999996
619.85,-56.17,30.8805
620.4,-56.21,30.930399999999995
620.95,-56,30.980450000000005
621.5,-55.71,31.031
622.05,-55.71,31.081549999999996
622.6,-55.71,31.131600000000002
623.15,-55.71,31.181049999999995
623.7,-55.71,31.228900000000003
624.25,-54.71,31.27525
624.8,-55.69,31.319799999999994
625.35,-55.89,31.364
625.9,-55.61,31.407999999999998
626.45,-56.26,31.453350000000004
627.0,-56.78,31.499
627.55,-56.34,31.547399999999996
628.1,-56.46,31.596200000000003
628.65,-56.79,31.646799999999995
629.2,-56.24,31.696800000000003
629.75,-56.03,31.74575
630.3,-55.97,31.793499999999998
630.85,-56.01,31.840250000000005
631.4,-56.84,31.886599999999998
631.95,-55.81,31.932800000000004
632.5,-57.36,31.9795
633.05,-56.42,32.026149999999994
633.6,-54.87,32.071799999999996
634.15,-55.61,32.116699999999994
634.7,-55.99,32.159600000000005
635.25,-55.89,32.20325
635.8,-54.71,32.2478
636.35,-55.52,32.292
636.9,-54.24,32.336
637.45,-55.54,32.377300000000005
638.0,-55.9,32.418
638.55,-55.54,32.460899999999995
639.1,-55.96,32.504400000000004
639.65,-55.6,32.550599999999996
640.2,-55.37,32.5966
640.75,-55.34,32.64225
641.3,-55.84,32.68729999999999
641.85,-55.35,32.73185
642.4,-55.27,32.7756
642.95,-56.4,32.819050000000004
643.5,-56.64,32.864000000000004
644.05,-56.53,32.9094
644.6,-56.31,32.957800000000006
645.15,-56.72,33.0065
645.7,-56.29,33.056000000000004
646.25,-55.77,33.105
646.8,-56.32,33.1534
647.35,-55.88,33.2004
647.9,-55.37,33.2466
648.45,-55.27,33.291900000000005
649.0,-55.29,33.337
649.55,-55.03,33.380449999999996
650.1,-55.42,33.4238
650.65,-55.08,33.466699999999996
651.2,-54.93,33.509600000000006
651.75,-55.5,33.5525
652.3,-55.39,33.5954
652.85,-55.68,33.6383
653.4,-55.37,33.6824
653.95,-55.54,33.72695
654.5,-54.95,33.7725
655.05,-56.28,33.818299999999994
655.6,-55.33,33.8656
656.15,-55.77,33.913349999999994
656.7,-56.36,33.9623
657.25,-56.36,34.012
657.8,-56.36,34.062599999999996
658.35,-56.36,34.11495
658.9,-56.36,34.168299999999995
659.45,-55.97,34.21985
660.0,-55.42,34.271
660.55,-56.02,34.31775
661.1,-56.05,34.3644
661.65,-56.62,34.410599999999995
662.2,-56.33,34.4572
662.75,-55.5,34.5045
663.3,-55.42,34.550599999999996
663.85,-55.82,34.5957
664.4,-54.89,34.639599999999994
664.95,-55.69,34.68305
665.5,-55.04,34.727000000000004
666.05,-55.09,34.7709
666.6,-55.79,34.8138
667.15,-54.84,34.8561
667.7,-54.96,34.8968
668.25,-55.73,34.9385
668.8,-55.43,34.981399999999994
669.35,-55.17,35.02605
669.9,-54.67,35.0717
670.45,-54.91,35.116
671.0,-55.38,35.16
671.55,-55.15,35.20289999999999
672.1,-54.53,35.2459
672.65,-54.99,35.28935
673.2,-55.43,35.332600000000006
673.75,-55.64,35.3755
674.3,-55.24,35.4199
674.85,-54.31,35.46555
675.4,-55.73,35.51
675.95,-55.77,35.554
676.5,-55.12,35.599000000000004
677.05,-55.09,35.64405
677.6,-55.23,35.6886
678.15,-55.8,35.733599999999996
678.7,-55.47,35.7798
679.25,-56.27,35.826750000000004
679.8,-55.1,35.8746
680.35,-55.3,35.921400000000006
680.9,-55.42,35.9676
681.45,-55.5,36.012
682.0,-56.26,36.056
682.55,-55.78,36.102199999999996
683.1,-55.67,36.148500000000006
683.65,-55.68,36.19525
684.2,-55.31,36.241200000000006
684.75,-55.27,36.28575
685.3,-55.46,36.330299999999994
685.85,-55.59,36.37485
686.4,-55.36,36.4202
686.95,-55.08,36.46585
687.5,-55.67,36.510999999999996
688.05,-55.32,36.556099999999994
688.6,-55.33,36.6012
689.15,-55.82,36.64675
689.7,-55.96,36.69350000000001
690.25,-55.8,36.74075
690.8,-55.5,36.788599999999995
691.35,-54.55,36.83435
691.9,-54.2,36.8789
692.45,-55.26,36.92165
693.0,-55.3,36.964
693.55,-55.37,37.00745
694.1,-54.43,37.0509
694.65,-55,37.09435
695.2,-54.38,37.137600000000006
695.75,-55.27,37.1805
696.3,-54.36,37.2231
696.85,-55.43,37.26545
697.4,-54.36,37.3074
697.95,-54.91,37.3492
698.5,-53.92,37.3905
699.05,-54,37.431599999999996
699.6,-54.01,37.4712
700.15,-53.17,37.510349999999995
700.7,-54.27,37.548300000000005
701.25,-53.2,37.58625
701.8,-52.58,37.624199999999995
702.35,-53.81,37.6625
702.9,-54.7,37.70099999999999
703.45,-54.44,37.74175
704.0,-55.06,37.783
704.55,-53.63,37.82645
705.1,-53.35,37.869600000000005
705.65,-54.62,37.9114
706.2,-54.74,37.9528
706.75,-54.81,37.9935
707.3,-53.6,38.0342
707.85,-54.64,38.0749
708.4,-54.08,38.114399999999996
708.95,-54.37,38.15345
709.5,-54.61,38.1945
710.05,-54.26,38.235699999999994
710.6,-54.16,38.2764
711.15,-54.1,38.31695
711.7,-54.04,38.3571
712.25,-54.44,38.3975
712.8,-54.67,38.4382
713.35,-54.99,38.4803
713.9,-53.94,38.523199999999996
714.45,-54.34,38.565200000000004
715.0,-54.26,38.607
715.55,-54.06,38.646049999999995
716.1,-55.4,38.6857
716.65,-54.43,38.728049999999996
717.2,-53.91,38.7704
717.75,-55.44,38.81275
718.3,-55.08,38.855399999999996
718.85,-55.29,38.8983
719.4,-55.29,38.943999999999996
719.95,-55.2,38.99075
720.5,-55.46,39.037499999999994
721.05,-55.26,39.08425
721.6,-55.28,39.131
722.15,-56.07,39.178349999999995
722.7,-56.28,39.2273
723.25,-56.09,39.27675
723.8,-55.3,39.32679999999999
724.35,-56.32,39.376850000000005
724.9,-55.22,39.426899999999996
725.45,-55.84,39.47605
726.0,-55.15,39.525
726.55,-55.27,39.57229999999999
727.1,-54.76,39.6193
727.65,-55.45,39.66495
728.2,-55.07,39.710800000000006
728.75,-54.9,39.757
729.3,-55.8,39.8047
729.85,-55.61,39.85365
730.4,-55.57,39.9038
730.95,-54.47,39.95440000000001
731.5,-54.89,40.002
732.05,-54.59,40.04915
732.6,-55.72,40.0948
733.15,-55.94,40.141799999999996
733.7,-55.78,40.192400000000006
734.25,-55.7,40.24425
734.8,-55.77,40.297599999999996
735.35,-55.39,40.349900000000005
735.9,-55.21,40.4016
736.45,-56.22,40.45375000000001
737.0,-55.31,40.506
737.55,-55.3,40.558249999999994
738.1,-54.91,40.61
738.65,-54.65,40.6595
739.2,-55.63,40.709
739.75,-54.6,40.7585
740.3,-54,40.8062
740.85,-54.93,40.8524
741.4,-54.86,40.8982
741.95,-55.11,40.943850000000005
742.5,-55.83,40.992999999999995
743.05,-54.05,41.042399999999994
743.6,-55.62,41.0908
744.15,-54.99,41.138749999999995
744.7,-55.85,41.185500000000005
745.25,-55.04,41.23325
745.8,-55.53,41.282199999999996
746.35,-55.87,41.33255
746.9,-55.43,41.3837
747.45,-55.8,41.435300000000005
748.0,-55.81,41.487
748.55,-55.85,41.5387
749.1,-56.16,41.590700000000005
749.65,-55.82,41.64405
750.2,-55.5,41.6968
750.75,-55.97,41.7485
751.3,-54.83,41.799299999999995
751.85,-55.36,41.84935
752.4,-55.6,41.8998
752.95,-54.8,41.9504
753.5,-54.81,41.9985
754.05,-54.87,42.04605
754.6,-55.78,42.0906
755.15,-54.67,42.135
755.7,-55.7,42.179
756.25,-55.04,42.22325
756.8,-55.15,42.267799999999994
757.35,-54.97,42.31375
757.9,-54.45,42.360499999999995
758.45,-54.35,42.40545
759.0,-54.57,42.45
759.55,-54.75,42.494
760.1,-54.35,42.538500000000006
760.65,-54.45,42.58525
761.2,-54.98,42.631800000000005
761.75,-54.46,42.678
762.3,-55.47,42.72449999999999
762.85,-55.36,42.77125
763.4,-54.16,42.819199999999995
763.95,-54.45,42.8676
764.5,-54.72,42.9185
765.05,-55.22,42.96965
765.6,-55.4,43.0208
766.15,-54.66,43.0715
766.7,-54.92,43.12100000000001
767.25,-55.15,43.17125
767.8,-54.68,43.22239999999999
768.35,-55.67,43.27460000000001
768.9,-55.84,43.3274
769.45,-55.31,43.377050000000004
770.0,-55.16,43.426
770.55,-55.95,43.4755
771.1,-55.79,43.525
771.65,-55.37,43.5745
772.2,-55.96,43.622400000000006
772.75,-56.03,43.667500000000004
773.3,-55.79,43.7129
773.85,-55.49,43.75855
774.4,-54.73,43.8062
774.95,-55.2,43.854600000000005
775.5,-55.89,43.9015
776.05,-55.52,43.94825
776.6,-55.72,43.995000000000005
777.15,-55.35,44.04205
777.7,-55,44.08990000000001
778.25,-55.22,44.137
778.8,-55.15,44.1832
779.35,-55.05,44.2287
779.9,-55.05,44.273799999999994
780.45,-55.1,44.31935
781.0,-55.11,44.365
781.55,-54.65,44.41065
782.1,-54.6,44.4561
782.65,-54.27,44.50065
783.2,-54.64,44.54500000000001
783.75,-54.61,44.589
784.3,-54.59,44.6324
784.85,-54.3,44.6753
785.4,-54.57,44.7178
785.95,-54.34,44.76015
786.5,-54.7,44.801500000000004
787.05,-54.5,44.8428
787.6,-53.4,44.8846
788.15,-54.78,44.9264
788.7,-54,44.9682
789.25,-54.37,45.00925
789.8,-53.36,45.0494
790.35,-53.99,45.089200000000005
790.9,-53.44,45.1288
791.45,-54.17,45.1666
792.0,-52.57,45.204
792.55,-53.23,45.2425
793.1,-53.89,45.2813
793.65,-54.66,45.32145
794.2,-53.71,45.3616
794.75,-53.29,45.40175
795.3,-54.22,45.4419
795.85,-54.2,45.48205
796.4,-53.93,45.5222
796.95,-53.95,45.56235000000001
797.5,-53.44,45.602000000000004
798.05,-53.58,45.6414
798.6,-52.73,45.6788
799.15,-52.57,45.7159
799.7,-52.25,45.7522
800.25,-53.38,45.78875
800.8,-53.4,45.825599999999994
801.35,-53.38,45.8635
801.9,-53.37,45.901999999999994
802.45,-52.98,45.94185
803.0,-54.25,45.982
803.55,-53.86,46.023799999999994
804.1,-54.39,46.0656
804.65,-53.61,46.1074
805.2,-53.92,46.149
805.75,-54.08,46.190250000000006
806.3,-53.82,46.2321
806.85,-54.26,46.27445
807.4,-54.31,46.3168
807.95,-53.83,46.35915
808.5,-54.17,46.3995
809.05,-53.03,46.43975
809.6,-54.28,46.481
810.15,-54.08,46.52285
810.7,-54.61,46.566300000000005
811.25,-54.18,46.609750000000005
811.8,-54.57,46.65319999999999
812.35,-54.21,46.697
812.9,-54.58,46.741
813.45,-54.79,46.78455
814.0,-53.86,46.828
814.55,-53.86,46.871449999999996
815.1,-54.58,46.915
815.65,-55,46.958999999999996
816.2,-54.07,47.004000000000005
816.75,-54.66,47.05075
817.3,-56.03,47.0984
817.85,-55.23,47.1468
818.4,-55.14,47.196
818.95,-55.82,47.24550000000001
819.5,-55.29,47.294
820.05,-54.85,47.34225
820.6,-55.34,47.389
821.15,-54.43,47.43515
821.7,-54.06,47.4797
822.25,-54.5,47.524499999999996
822.8,-54.69,47.569599999999994
823.35,-54.73,47.61575
823.9,-55.64,47.662499999999994
824.45,-55.01,47.709700000000005
825.0,-54.59,47.757
825.55,-55.65,47.8043
826.1,-55.54,47.8515
826.65,-54.73,47.89825
827.2,-54.59,47.9444
827.75,-54.22,47.9895
828.3,-55.21,48.03489999999999
828.85,-55.02,48.08055
829.4,-55.13,48.1278
829.95,-55.7,48.175650000000005
830.5,-54.91,48.2235
831.05,-55.57,48.2714
831.6,-55,48.3198
832.15,-55.64,48.368199999999995
832.7,-54.91,48.4166
833.25,-55.53,48.46425
833.8,-54.74,48.510999999999996
834.35,-54.25,48.55705
834.9,-55.09,48.6027
835.45,-55.07,48.6479
836.0,-53.94,48.693
836.55,-55.21,48.738099999999996
837.1,-55.24,48.783500000000004
837.65,-53.88,48.83025
838.2,-55.3,48.8768
838.75,-54.99,48.923
839.3,-55.56,48.9695
839.85,-54.59,49.01625000000001
840.4,-54.18,49.0614
840.95,-54.65,49.10595
841.5,-54.06,49.15
842.05,-54.52,49.19414999999999
842.6,-55.05,49.2398
843.15,-54.9,49.2856
843.7,-54.55,49.3318
844.25,-54.69,49.376999999999995
844.8,-53.55,49.42099999999999
845.35,-54.71,49.4657
845.9,-54.78,49.510799999999996
846.45,-55.63,49.55635
847.0,-54.11,49.602
847.55,-54.49,49.647099999999995
848.1,-55.19,49.6923
848.65,-54.27,49.73795
849.2,-54.98,49.78360000000001
849.75,-54.99,49.82925
850.3,-54.54,49.8746
850.85,-54.61,49.919700000000006
851.4,-55.4,49.9656
851.95,-54.88,50.0118
852.5,-55.04,50.058499999999995
853.05,-54.81,50.105149999999995
853.6,-54.75,50.1508
854.15,-54.75,50.19645
854.7,-54.83,50.24210000000001
855.25,-55.06,50.28725
855.8,-54.45,50.331799999999994
856.35,-54.27,50.37565
856.9,-53.88,50.4191
857.45,-55.06,50.463
858.0,-54.55,50.507
858.55,-54.98,50.55155
859.1,-54.12,50.5957
859.65,-54.42,50.63805
860.2,-53.45,50.6804
860.75,-54.72,50.72275
861.3,-54.18,50.764799999999994
861.85,-54.09,50.806599999999996
862.4,-52.85,50.8476
862.95,-54.16,50.88830000000001
863.5,-53.43,50.929500000000004
864.05,-54.1,50.97089999999999
864.6,-54.96,51.0138
865.15,-54.22,51.057
865.7,-54.74,51.101000000000006
866.25,-54.24,51.14475
866.8,-54.44,51.188199999999995
867.35,-53.82,51.2313
867.9,-53.72,51.27419999999999
868.45,-54.63,51.3171
869.0,-53.83,51.36
869.55,-54.08,51.402899999999995
870.1,-53.47,51.445600000000006
870.65,-54.36,51.4874
871.2,-53.98,51.529
871.75,-52.83,51.57025
872.3,-53.92,51.6115
872.85,-54.12,51.652750000000005
873.4,-54.41,51.6956
873.95,-54.49,51.739050000000006
874.5,-54.13,51.781000000000006
875.05,-52.54,51.822649999999996
875.6,-53.74,51.86280000000001
876.15,-54.1,51.9031
876.7,-53.18,51.9438
877.25,-53.43,51.98375
877.8,-53.18,52.0228
878.35,-53.39,52.0615
878.9,-53.03,52.099999999999994
879.45,-53.07,52.1385
880.0,-53.28,52.177
880.55,-53.48,52.21715
881.1,-54.11,52.2577
881.65,-54.09,52.30005
882.2,-53.96,52.3432
882.75,-54.8,52.38775
883.3,-54.39,52.431999999999995
883.85,-54.33,52.476
884.4,-53.49,52.5192
884.95,-53.99,52.56210000000001
885.5,-53.54,52.604
886.05,-54.27,52.64595
886.6,-54.28,52.6894
887.15,-54.38,52.733
887.7,-54.28,52.777
888.25,-54.67,52.8205
888.8,-53.45,52.8634
889.35,-53.8,52.9056
889.9,-53.74,52.947399999999995
890.45,-53.7,52.990100000000005
891.0,-54.93,53.033
891.55,-54.7,53.0781
892.1,-54.5,53.12350000000001
892.65,-54.94,53.17025
893.2,-54.99,53.217000000000006
893.75,-54.39,53.26375
894.3,-55.24,53.31079999999999
894.85,-55.32,53.3581
895.4,-55.06,53.4058
895.95,-55.1,53.45365
896.5,-53.79,53.498999999999995
897.05,-54.41,53.544
897.6,-54.56,53.588
898.15,-54,53.631699999999995
898.7,-53.74,53.674600000000005
899.25,-54.47,53.718
899.8,-54.51,53.76199999999999
900.35,-53.83,53.80635
900.9,-54.7,53.8509
901.45,-54.66,53.895900000000005
902.0,-54.09,53.941
902.55,-54.48,53.987199999999994
903.1,-55.16,54.0334
903.65,-54.57,54.0796
904.2,-54.48,54.125800000000005
904.75,-54.48,54.172
905.3,-54.6,54.21849999999999
905.85,-54.94,54.26525
906.4,-55.32,54.314
906.95,-55.78,54.36350000000001
907.5,-54.89,54.413
908.05,-54.9,54.46249999999999
908.6,-55.54,54.512
909.15,-55.71,54.56165
909.7,-54.55,54.611700000000006
910.25,-56.05,54.661
910.8,-54.99,54.709399999999995
911.35,-54.8,54.7571
911.9,-54.38,54.8044
912.45,-54.7,54.85125000000001
913.0,-55.63,54.898
913.55,-54.36,54.945299999999996
914.1,-54.82,54.99250000000001
914.65,-54.65,55.03925
915.2,-54.82,55.085800000000006
915.75,-54.25,55.132
916.3,-54.26,55.177899999999994
916.85,-55.08,55.223549999999996
917.4,-54.41,55.269999999999996
917.95,-54.92,55.31675
918.5,-54.42,55.3615
919.05,-54.26,55.405899999999995
919.6,-54.47,55.4488
920.15,-53.61,55.491699999999994
920.7,-54.66,55.534600000000005
921.25,-54.26,55.578
921.8,-54.28,55.62199999999999
922.35,-53.79,55.6646
922.9,-53.51,55.706399999999995
923.45,-54.07,55.7473
924.0,-53.27,55.788
924.55,-53.75,55.829249999999995
925.1,-53.73,55.8711
925.65,-55.4,55.91565
926.2,-54.31,55.96000000000001
926.75,-53.99,56.004000000000005
927.3,-53.73,56.0477
927.85,-54.27,56.091150000000006
928.4,-54.39,56.1342
928.95,-53.69,56.1771
929.5,-53.32,56.2205
930.05,-54.53,56.26409999999999
930.6,-54.79,56.3092
931.15,-54.67,56.35415
931.7,-54.14,56.398700000000005
932.25,-54.11,56.442750000000004
932.8,-53.91,56.4862
933.35,-54.06,56.52895
933.9,-53.41,56.5713
934.45,-54.51,56.613200000000006
935.0,-53.52,56.655
935.55,-53.97,56.695699999999995
936.1,-52.73,56.7363
936.65,-53.92,56.77645
937.2,-53.18,56.8168
937.75,-53.07,56.8575
938.3,-53.72,56.898799999999994
938.85,-53.63,56.940599999999996
939.4,-54.22,56.982
939.95,-53,57.023250000000004
940.5,-52.59,57.0625
941.05,-53.4,57.10164999999999
941.6,-53.37,57.1418
942.15,-53.6,57.1821
942.7,-53.01,57.2228
943.25,-53.69,57.263999999999996
943.8,-53.8,57.3058
944.35,-53.79,57.347950000000004
944.9,-53.55,57.3903
945.45,-53.7,57.43265
946.0,-53.62,57.475
946.55,-53.66,57.516799999999996
947.1,-53.41,57.5587
947.65,-53.25,57.60105
948.2,-54.59,57.6432
948.75,-52.64,57.685
949.3,-53.82,57.7277
949.85,-54.15,57.771150000000006
950.4,-54.86,57.815
950.95,-53.86,57.859
951.5,-52.95,57.9025
952.05,-54.1,57.945899999999995
952.6,-54.16,57.988800000000005
953.15,-53.9,58.03215
953.7,-53.71,58.0767
954.25,-54.81,58.12125
954.8,-54.59,58.1658
955.35,-53.3,58.2093
955.9,-53.7,58.252199999999995
956.45,-53.87,58.295100000000005
957.0,-53.61,58.338
957.55,-54.85,58.382549999999995
958.1,-54.22,58.4274
958.65,-54.32,58.4736
959.2,-54.47,58.5202
959.75,-54.64,58.567499999999995
960.3,-54.97,58.614799999999995
960.85,-54.56,58.6621
961.4,-54.47,58.709799999999994
961.95,-55.01,58.757650000000005
962.5,-54.62,58.804500000000004
963.05,-54.13,58.8512
963.6,-54.9,58.8974
964.15,-54.38,58.943299999999994
964.7,-53.87,58.9884
965.25,-53.68,59.0335
965.8,-54.75,59.078599999999994
966.35,-54.49,59.12545
966.9,-54.81,59.1733
967.45,-55,59.22070000000001
968.0,-54.33,59.268
968.55,-54.13,59.31475
969.1,-54.73,59.361700000000006
969.65,-55.08,59.409549999999996
970.2,-54.14,59.4572
970.75,-54.68,59.5045
971.3,-54.5,59.552099999999996
971.85,-54.83,59.59995
972.4,-54.83,59.6478
972.95,-54.86,59.69565000000001
973.5,-54.64,59.745000000000005
974.05,-55.48,59.79449999999999
974.6,-55.05,59.844
975.15,-54.54,59.8935
975.7,-55,59.943000000000005
976.25,-55.24,59.99275
976.8,-55.08,60.04279999999999
977.35,-54.93,60.0925
977.9,-55.02,60.142
978.45,-55.17,60.19330000000001
979.0,-55.54,60.245
979.55,-55.51,60.29834999999999
980.1,-56.07,60.351800000000004
980.65,-55.37,60.405699999999996
981.2,-55.21,60.459
981.75,-55.41,60.51125
982.3,-55.33,60.56439999999999
982.85,-55.68,60.618300000000005
983.4,-56.03,60.672599999999996
983.95,-55.74,60.727050000000006
984.5,-54.78,60.781
985.05,-56.01,60.834999999999994
985.6,-56.07,60.89
986.15,-55.99,60.945
986.7,-55.8,61.00000000000001
987.25,-55.52,61.0555
987.8,-56.35,61.111599999999996
988.35,-56.59,61.16805
988.9,-55.91,61.2247
989.45,-55.81,61.282700000000006
990.0,-57.11,61.341
990.55,-56.53,61.4004
991.1,-56.5,61.4596
991.65,-56.44,61.5179
992.2,-56.14,61.57620000000001
992.75,-56.5,61.6345
993.3,-56.23,61.6922
993.85,-56.05,61.7494
994.4,-55.83,61.803
994.95,-54.54,61.855250000000005
995.5,-54.34,61.906
996.05,-55.62,61.95669999999999
996.6,-54.25,62.0084
997.15,-55.98,62.060399999999994
997.7,-55.26,62.113200000000006
998.25,-55.35,62.1655
998.8,-54.72,62.21719999999999
999.35,-55.02,62.26925
999.9,-55.85,62.3215
1000.45,-56.42,62.375550000000004
1001.0,-55.81,62.43
1001.55,-56.08,62.487199999999994
1002.1,-56.46,62.5443
1002.65,-55.96,62.60095
1003.2,-55.59,62.6576
1003.75,-56.16,62.71425
1004.3,-56.33,62.771499999999996
1004.85,-55.9,62.82925
1005.4,-56.34,62.886599999999994
1005.95,-55.56,62.9438
1006.5,-56.49,63.001
1007.05,-56.13,63.058249999999994
1007.6,-56.04,63.116
1008.15,-56.22,63.1727
1008.7,-55.23,63.226600000000005
1009.25,-55.32,63.281
1009.8,-56.8,63.336
1010.35,-55.75,63.393100000000004
1010.9,-56.19,63.4514
1011.45,-55.94,63.50925000000001
1012.0,-56.26,63.567
1012.55,-56.66,63.62584999999999
1013.1,-56,63.6846
1013.65,-56.61,63.7429
1014.2,-55.82,63.80140000000001
1014.75,-56.17,63.86025
1015.3,-56.52,63.9197
1015.85,-56.6,63.97965000000001
1016.4,-56.15,64.03960000000001
1016.95,-56.44,64.09955000000001
1017.5,-56.69,64.16
1018.05,-56.64,64.22055
1018.6,-56.23,64.2816
1019.15,-56.74,64.34249999999999
1019.7,-56.18,64.403
1020.25,-56.29,64.46275
1020.8,-56.11,64.5216
1021.35,-56.42,64.5801
1021.9,-55.51,64.6384
1022.45,-56.83,64.69625
1023.0,-55.96,64.754
