x,bed,surface,u_sur
104000.0,111.45439115771136,2317.3467223579796,1.5748574470602623
105000.0,109.59852244098374,2313.987677710459,1.5959989670379517
106000.0,108.33617649840252,2310.58153132201,1.617117506184237
107000.0,107.65436925315774,2307.1270646630774,1.6382031589056325
108000.0,107.50066201518447,2303.629232367476,1.6592465370449117
109000.0,107.78957674873448,2300.097513671029,1.6802402105693677
110000.0,108.41044559244287,2296.5435772789206,1.7011782017425188
111000.0,109.23780676250203,2292.9787011545445,1.7220557747374086
112000.0,110.14301055487645,2289.4111317452707,1.7428696560482253
113000.0,111.00550899300109,2285.844326181217,1.7636179711357631
114000.0,111.72403828518397,2282.2763748401976,1.7842995174470766
115000.0,112.22454469780779,2278.700512266924,1.8049145778687727
116000.0,112.46402877769022,2275.1067458460766,1.825465052284435
117000.0,112.43016160963589,2271.484108723142,1.8459533791823999
118000.0,112.13619383810074,2267.8229731414967,1.8663842104734112
119000.0,111.61239853453174,2264.116976777427,1.8867621445164175
120000.0,110.89644985658371,2260.3642859839406,1.9070925399326928
121000.0,110.025222453634,2256.5677646664167,1.9273821281052101
122000.0,109.03089600349455,2252.734520378668,1.9476388178593447
123000.0,107.94133085643153,2248.8749428731776,1.9678705798348368
124000.0,106.78472213749988,2245.0012420385156,1.988086197188395
125000.0,105.5976307158594,2241.1259779091806,2.0082946209973866
126000.0,104.43139075249695,2237.260598252082,2.028505717913644
127000.0,103.35594193109722,2233.4142100802705,2.0487295487870822
128000.0,102.45812051526028,2229.5924950294243,2.0689763984080023
129000.0,101.83336234945828,2225.796788178866,2.0892570649757793
130000.0,101.57204806978233,2222.023428959833,2.109581641357727
131000.0,101.74369169851525,2218.2635394207523,2.129961125816212
132000.0,102.38187846120373,2214.503417870672,2.15040559856507
133000.0,103.47145347541311,2210.7254119317595,2.170925266087423
134000.0,104.94204619550591,2206.9095338485427,2.1915303382716593
135000.0,106.6694062101885,2203.0355774994196,2.212230495374921
136000.0,108.48499223170946,2199.085606214879,2.2330360302181442
137000.0,110.18635627022212,2195.046311466252,2.253956392172793
138000.0,111.5552670289979,2190.911335216318,2.275000986407695
139000.0,112.37740237538769,2186.682739758702,2.296178227873927
140000.0,112.46158091753733,2182.3716993866155,2.317496327801036
141000.0,111.6580782478964,2177.9981604943287,2.338963664163837
142000.0,109.87385006609396,2173.5893805995534,2.360587816505532
143000.0,107.08538984755845,2169.17795154293,2.3823754741681413
144000.0,103.34574967430034,2164.7990962717276,2.4043333676493153
145000.0,98.78686506428602,2160.4876354485004,2.4264686788243215
146000.0,93.61822312511562,2156.2750246795385,2.4487875824700263
147000.0,88.11997663651516,2152.186723761787,2.471295357912954
148000.0,82.629369082472,2148.2396309629166,2.4939974109253678
149000.0,77.52228006049539,2144.440170822451,2.516898124577626
150000.0,73.18692971022324,2140.783092169307,2.540002756809152
151000.0,69.98997599317651,2137.2510281662094,2.5633149468745735
152000.0,68.24007997563156,2133.8154300453957,2.5868384390747035
153000.0,68.15280152458763,2130.4389005891717,2.610577019929182
154000.0,69.82338692651102,2127.0786521493674,2.6345359461383495
155000.0,73.21259701777586,2123.6908602142917,2.6587180574494518
156000.0,78.15015065699916,2120.2352669401575,2.683128178480907
157000.0,84.35569268401377,2116.6792293479266,2.7077689720816895
158000.0,91.47305192192341,2113.000570115132,2.732643165403044
159000.0,99.11006988070639,2109.1886381274344,2.7577534799988195
160000.0,106.87713513615753,2105.2436657400294,2.7831045770138214
161000.0,114.42020736909946,2101.1749936833457,2.808699403321119
162000.0,121.44282585025711,2096.9986281247648,2.8345410569302896
163000.0,127.71874225785666,2092.734625866481,2.860633639232734
164000.0,133.1002870583111,2088.404898364269,2.886980707543449
165000.0,137.52410543896636,2084.03183949164,2.913587495479312
166000.0,141.01312210495988,2079.6368938837295,2.9404582232010075
167000.0,143.67592819673035,2075.2392068902027,2.967599411143486
168000.0,145.6988487067511,2070.8540841128124,2.995015925671672
169000.0,147.3269723665756,2066.491121845185,3.0227128916341583
170000.0,148.83437731760012,2062.152491320766,3.0506966192433485
171000.0,150.4864558717528,2057.8319583291777,3.078973645074633
172000.0,152.4991613403633,2053.5148064325385,3.1075511114204306
173000.0,155.00398232503844,2049.1793992934286,3.136436093039602
174000.0,158.02685999204397,2044.8001455315903,3.1656378041690343
175000.0,161.48409952131766,2040.3513819222114,3.1951650783658483
176000.0,165.195650924367,2035.8115123558766,3.225028379384621
177000.0,168.91191400510272,2031.1665015285216,3.2552360374161005
178000.0,172.35192800411232,2026.4120947265933,3.2857978118559483
179000.0,175.23924221405355,2021.5544454392896,3.316724749263162
180000.0,177.3356796512264,2016.6092518649139,3.3480270547759257
181000.0,178.46750336620903,2011.599471143979,3.3797156609265793
182000.0,178.54234901193155,2006.5524826119492,3.41180217207946
183000.0,177.5581578664517,2001.4969376090285,3.444298282098413
184000.0,175.6019762193995,1996.459625109241,3.477214825071579
185000.0,172.84473316523977,1991.4630824677222,3.510563110272489
186000.0,169.5283925128185,1986.5237173172168,3.544355746345604
187000.0,165.94586338112117,1981.6503623477151,3.578602823206533
188000.0,162.41600329264153,1976.8435473835993,3.613313070027024
189000.0,159.25431057802155,1972.0955453795727,3.6485001216236057
190000.0,156.74120861457547,1967.3910510235853,3.6841763858090584
191000.0,155.0926482172293,1962.7088272064352,3.7203495240740176
192000.0,154.43942472718038,1958.024106601604,3.7570291236654634
193000.0,154.8157695808234,1953.3112367857946,3.794223790510659
194000.0,156.1638559730753,1948.54674856069,3.8319417686877246
195000.0,158.35401435300736,1943.7118627876941,3.870192044485586
196000.0,161.21578201884142,1938.794113536973,3.9089838049975136
197000.0,164.57861744317404,1933.7878124320737,3.948322319799656
198000.0,168.3112813427158,1928.6930588452708,3.988209876603964
199000.0,172.35227205916505,1923.5133690315397,4.0286483844469805
200000.0,176.7265349715137,1918.25267234936,4.069644300733763
